,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,player_positions,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,player_name,height,weight,preferred_foot_left,preferred_foot_right,attacking_work_rate_high,attacking_work_rate_low,attacking_work_rate_medium,defensive_work_rate_high,defensive_work_rate_low,defensive_work_rate_medium,player_positions_general
5845,169875,201257,213799,2016-04-28,69.0,70.0,64.0,55.0,62.0,72.0,57.0,65.0,66.0,68.0,67.0,67.0,68.0,63.0,75.0,67.0,82.0,72.0,74.0,87.0,70.0,68.0,75.0,64.0,65.0,72.0,72.0,62.0,64.0,63.0,10.0,12.0,15.0,10.0,8.0,CDM,61,61,61,63,62,62,62,63,64,64,64,64,65,65,65,64,64,64,64,64,64,63,62,62,62,63,Thibault Moulin,175.26,154,0,1,1,0,0,1,0,0,
5846,169894,211089,359378,2016-02-04,66.0,72.0,62.0,30.0,64.0,56.0,32.0,41.0,32.0,27.0,51.0,56.0,65.0,68.0,62.0,65.0,65.0,46.0,71.0,74.0,65.0,28.0,71.0,66.0,25.0,38.0,48.0,69.0,69.0,68.0,12.0,14.0,11.0,7.0,11.0,RB,45,45,45,45,43,43,43,45,44,44,44,48,48,48,48,48,62,60,60,60,62,64,65,65,65,64,Thibault Peyre,182.88,154,0,1,0,0,1,0,0,1,DEF
5847,169904,192119,170323,2015-09-21,86.0,90.0,14.0,14.0,13.0,32.0,12.0,13.0,19.0,11.0,31.0,23.0,46.0,52.0,61.0,81.0,45.0,36.0,68.0,38.0,70.0,17.0,23.0,15.0,13.0,44.0,27.0,11.0,18.0,16.0,84.0,87.0,69.0,86.0,88.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thibaut Courtois,198.12,194,1,0,0,0,1,0,0,1,GK
5848,170039,193980,180302,2016-04-21,67.0,71.0,68.0,54.0,38.0,67.0,45.0,73.0,62.0,57.0,56.0,62.0,85.0,79.0,80.0,60.0,82.0,69.0,72.0,63.0,61.0,58.0,46.0,43.0,62.0,64.0,58.0,35.0,52.0,42.0,9.0,15.0,16.0,15.0,13.0,RM,60,60,60,65,64,64,64,65,64,64,64,65,60,60,60,65,56,53,53,53,56,54,48,48,48,54,Thierry Moutinho,177.8,170,1,0,0,0,1,0,0,1,MID
5849,170055,202882,254702,2016-04-07,73.0,77.0,63.0,69.0,60.0,63.0,63.0,74.0,51.0,46.0,47.0,74.0,92.0,94.0,90.0,72.0,76.0,85.0,90.0,68.0,71.0,64.0,65.0,35.0,71.0,61.0,57.0,18.0,24.0,20.0,14.0,12.0,12.0,10.0,9.0,RM,73,73,73,74,74,74,74,74,71,71,71,72,62,62,62,72,55,50,50,50,55,52,45,45,45,52,Thievy Bifouma,180.34,163,0,1,1,0,0,0,1,0,MID
5850,170106,190034,150869,2016-05-19,74.0,80.0,70.0,22.0,67.0,73.0,26.0,63.0,59.0,34.0,66.0,72.0,74.0,77.0,71.0,69.0,56.0,47.0,71.0,83.0,77.0,43.0,81.0,76.0,57.0,58.0,49.0,71.0,77.0,76.0,14.0,6.0,10.0,16.0,7.0,LB,56,56,56,62,60,60,60,62,63,63,63,66,67,67,67,66,74,73,73,73,74,74,74,74,74,74,Thimothee Kolodziejczak,185.42,165,1,0,1,0,0,0,0,1,DEF
5851,170125,209316,384446,2016-03-03,69.0,76.0,52.0,48.0,50.0,75.0,62.0,72.0,82.0,69.0,68.0,74.0,75.0,69.0,78.0,60.0,72.0,64.0,69.0,60.0,57.0,66.0,68.0,65.0,63.0,76.0,51.0,58.0,65.0,63.0,6.0,12.0,11.0,10.0,16.0,LW,62,62,62,67,67,67,67,67,70,70,70,67,69,69,69,67,64,66,66,66,64,64,63,63,63,64,Thom Haye,177.8,163,0,1,0,0,1,0,0,1,ATK
5852,170144,229968,661884,2016-03-03,63.0,75.0,55.0,47.0,48.0,66.0,53.0,70.0,60.0,50.0,60.0,66.0,77.0,77.0,73.0,55.0,69.0,64.0,60.0,75.0,60.0,41.0,40.0,25.0,55.0,64.0,54.0,38.0,29.0,43.0,10.0,6.0,8.0,15.0,15.0,LW,57,57,57,60,60,60,60,60,61,61,61,62,58,58,58,62,52,50,50,50,52,50,43,43,43,50,Thomas Agyepong,165.1,161,0,1,0,0,1,0,0,1,ATK
5853,170156,183356,93994,2016-01-21,71.0,71.0,59.0,41.0,63.0,75.0,44.0,48.0,68.0,52.0,76.0,67.0,58.0,62.0,58.0,70.0,62.0,63.0,77.0,92.0,73.0,66.0,72.0,66.0,65.0,72.0,54.0,60.0,73.0,61.0,13.0,11.0,14.0,9.0,15.0,CDM,60,60,60,60,62,62,62,60,64,64,64,64,70,70,70,64,67,71,71,71,67,67,68,68,68,67,Thomas Ayasse,182.88,165,0,1,0,0,1,1,0,0,
5854,170189,118054,36031,2016-04-14,71.0,71.0,69.0,63.0,53.0,73.0,64.0,78.0,75.0,73.0,65.0,74.0,62.0,61.0,68.0,65.0,82.0,72.0,54.0,76.0,59.0,74.0,39.0,56.0,75.0,79.0,59.0,31.0,58.0,46.0,13.0,15.0,8.0,15.0,12.0,CF,68,68,68,72,72,72,72,72,73,73,73,72,71,71,71,72,60,58,58,58,60,57,49,49,49,57,Thomas Broich,182.88,163,0,1,0,0,1,0,0,1,ATK
5855,170215,202050,243439,2016-04-07,70.0,74.0,51.0,64.0,56.0,71.0,57.0,70.0,69.0,50.0,68.0,70.0,75.0,75.0,74.0,68.0,72.0,66.0,71.0,84.0,62.0,65.0,76.0,59.0,67.0,74.0,48.0,50.0,59.0,59.0,13.0,11.0,13.0,14.0,9.0,CM,66,66,66,68,69,69,69,68,70,70,70,69,69,69,69,69,65,65,65,65,65,64,61,61,61,64,Thomas Bruns,177.8,152,0,1,1,0,0,1,0,0,MID
5856,170233,156535,32863,2016-04-28,71.0,71.0,74.0,72.0,53.0,71.0,68.0,73.0,66.0,67.0,69.0,72.0,65.0,67.0,67.0,69.0,73.0,64.0,60.0,71.0,54.0,66.0,65.0,59.0,75.0,74.0,71.0,43.0,52.0,47.0,13.0,8.0,8.0,15.0,15.0,RM,66,66,66,69,69,69,69,69,70,70,70,70,68,68,68,70,62,61,61,61,62,60,55,55,55,60,Thomas Buffel,175.26,150,0,1,0,0,1,0,1,0,MID
5857,170264,202491,212702,2016-06-02,71.0,77.0,60.0,57.0,46.0,80.0,58.0,66.0,66.0,65.0,76.0,74.0,69.0,68.0,83.0,69.0,74.0,59.0,45.0,68.0,33.0,56.0,47.0,55.0,69.0,77.0,56.0,53.0,54.0,47.0,11.0,10.0,11.0,9.0,11.0,CDM,62,62,62,68,68,68,68,68,71,71,71,70,71,71,71,70,63,63,63,63,63,61,53,53,53,61,Thomas Carroll,177.8,157,1,0,0,0,1,0,0,1,
5858,170303,171394,27282,2015-12-10,67.0,67.0,64.0,67.0,49.0,66.0,68.0,66.0,68.0,66.0,64.0,66.0,74.0,75.0,67.0,69.0,65.0,78.0,67.0,70.0,69.0,70.0,64.0,29.0,65.0,67.0,65.0,37.0,38.0,32.0,8.0,8.0,14.0,13.0,11.0,LW,67,67,67,67,68,68,68,67,67,67,67,68,64,64,64,68,56,54,54,54,56,53,48,48,48,53,Thomas Enevoldsen,180.34,163,0,1,0,0,1,0,0,1,ATK
5859,170339,208509,346142,2016-04-28,72.0,79.0,71.0,57.0,56.0,68.0,61.0,73.0,69.0,57.0,66.0,72.0,82.0,78.0,75.0,71.0,73.0,67.0,74.0,87.0,65.0,62.0,66.0,69.0,68.0,68.0,49.0,67.0,68.0,69.0,14.0,6.0,11.0,13.0,10.0,RB,64,64,64,69,67,67,67,69,68,68,68,70,68,68,68,70,70,67,67,67,70,68,64,64,64,68,Thomas Foket,177.8,165,0,1,1,0,0,1,0,0,DEF
5860,170371,204238,279178,2016-05-05,68.0,69.0,68.0,55.0,64.0,70.0,59.0,66.0,67.0,68.0,67.0,69.0,76.0,72.0,83.0,67.0,75.0,64.0,43.0,82.0,70.0,60.0,59.0,60.0,65.0,70.0,68.0,47.0,43.0,41.0,11.0,7.0,10.0,16.0,16.0,LM,65,65,65,68,67,67,67,68,68,68,68,69,68,68,68,69,63,62,62,62,63,61,56,56,56,61,Thomas Guerbert,172.72,154,0,1,0,0,1,0,0,1,MID
5861,170384,200152,181569,2016-01-28,66.0,69.0,64.0,61.0,27.0,64.0,57.0,67.0,67.0,69.0,61.0,66.0,78.0,76.0,76.0,63.0,92.0,59.0,79.0,66.0,56.0,62.0,50.0,27.0,64.0,59.0,55.0,22.0,25.0,30.0,16.0,9.0,9.0,12.0,8.0,LM,60,60,60,66,64,64,64,66,65,65,65,66,60,60,60,66,51,47,47,47,51,47,39,39,39,47,Thomas Guimaraes Azevedo,172.72,157,0,1,0,0,1,0,0,1,MID
5862,170398,188654,179791,2016-05-12,77.0,77.0,41.0,40.0,75.0,56.0,45.0,51.0,40.0,31.0,61.0,61.0,65.0,68.0,60.0,75.0,60.0,60.0,77.0,65.0,76.0,36.0,79.0,81.0,41.0,35.0,39.0,81.0,81.0,81.0,7.0,6.0,10.0,15.0,10.0,RB,57,57,57,53,53,53,53,53,52,52,52,54,57,57,57,54,68,71,71,71,68,72,78,78,78,72,Thomas Heurtaux,185.42,176,0,1,1,0,0,1,0,0,DEF
5863,170445,200521,212714,2016-04-28,74.0,77.0,73.0,68.0,40.0,65.0,44.0,78.0,73.0,72.0,57.0,77.0,82.0,79.0,86.0,72.0,81.0,66.0,55.0,70.0,41.0,68.0,38.0,30.0,75.0,66.0,68.0,22.0,24.0,21.0,9.0,12.0,15.0,8.0,8.0,RM,67,67,67,74,72,72,72,74,72,72,72,73,65,65,65,73,55,48,48,48,55,50,37,37,37,50,Thomas Ince,177.8,146,1,0,0,0,1,0,1,0,MID
5864,170475,49170,26113,2016-02-11,70.0,70.0,73.0,54.0,62.0,74.0,67.0,70.0,72.0,67.0,72.0,72.0,60.0,55.0,66.0,71.0,70.0,70.0,75.0,81.0,64.0,66.0,66.0,54.0,62.0,75.0,59.0,51.0,48.0,45.0,7.0,12.0,13.0,7.0,6.0,CM,68,68,68,70,70,70,70,70,71,71,71,71,71,71,71,71,63,64,64,64,63,61,58,58,58,61,Thomas Kahlenberg,182.88,170,0,1,0,0,1,0,0,1,MID
5865,170505,188400,131408,2015-09-21,69.0,76.0,18.0,14.0,10.0,32.0,17.0,11.0,11.0,17.0,32.0,16.0,47.0,35.0,43.0,66.0,42.0,21.0,65.0,35.0,62.0,15.0,28.0,17.0,18.0,39.0,24.0,11.0,11.0,17.0,71.0,68.0,66.0,65.0,75.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Kaminski,193.04,154,0,1,0,0,1,0,0,1,GK
5866,170521,158657,27255,2016-04-07,69.0,69.0,14.0,13.0,15.0,23.0,11.0,14.0,15.0,14.0,33.0,21.0,45.0,49.0,45.0,68.0,38.0,21.0,63.0,38.0,69.0,14.0,39.0,25.0,15.0,22.0,16.0,13.0,14.0,15.0,70.0,70.0,67.0,68.0,67.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Kessler,198.12,203,0,1,0,0,1,0,0,1,GK
5867,170539,201329,30031,2016-04-07,67.0,69.0,71.0,58.0,51.0,73.0,58.0,70.0,76.0,75.0,69.0,72.0,68.0,65.0,83.0,68.0,58.0,62.0,65.0,73.0,52.0,62.0,51.0,52.0,68.0,67.0,76.0,46.0,44.0,44.0,14.0,7.0,12.0,12.0,8.0,RM,65,65,65,70,69,69,69,70,71,71,71,70,69,69,69,70,64,63,63,63,64,62,58,58,58,62,Thomas Kind Bendiksen,182.88,168,0,1,1,0,0,0,0,1,MID
5868,170588,193124,186951,2016-03-10,59.0,61.0,18.0,18.0,62.0,35.0,28.0,15.0,25.0,13.0,20.0,34.0,74.0,68.0,60.0,59.0,54.0,57.0,73.0,58.0,74.0,19.0,68.0,60.0,18.0,43.0,31.0,49.0,65.0,55.0,15.0,16.0,11.0,16.0,11.0,CB,39,39,39,34,35,35,35,34,34,34,34,35,37,37,37,35,49,50,50,50,49,53,59,59,59,53,Thomas Konrad,182.88,168,0,1,0,0,1,0,0,1,DEF
5869,170604,179954,36878,2015-11-06,76.0,77.0,14.0,14.0,13.0,35.0,13.0,13.0,11.0,12.0,28.0,21.0,49.0,52.0,45.0,74.0,39.0,23.0,73.0,35.0,68.0,16.0,40.0,20.0,13.0,25.0,18.0,13.0,19.0,20.0,84.0,74.0,54.0,66.0,84.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Kraft,187.96,172,0,1,0,0,1,0,0,1,GK
5870,170629,164626,26813,2015-12-24,70.0,70.0,63.0,52.0,58.0,76.0,50.0,64.0,64.0,54.0,70.0,71.0,62.0,58.0,47.0,75.0,52.0,73.0,76.0,85.0,76.0,59.0,73.0,70.0,64.0,66.0,61.0,65.0,62.0,52.0,14.0,10.0,13.0,12.0,14.0,CDM,64,64,64,64,66,66,66,64,66,66,66,67,70,70,70,67,67,70,70,70,67,66,66,66,66,66,Thomas Kristensen,187.96,174,0,1,0,0,1,0,0,1,
5871,170649,208018,278838,2015-09-21,69.0,76.0,49.0,51.0,65.0,72.0,36.0,66.0,45.0,33.0,63.0,70.0,74.0,66.0,60.0,66.0,63.0,66.0,62.0,72.0,71.0,56.0,73.0,67.0,50.0,63.0,40.0,70.0,66.0,72.0,8.0,15.0,15.0,16.0,12.0,CDM,61,61,61,62,63,63,63,62,64,64,64,64,66,66,66,64,67,69,69,69,67,67,69,69,69,67,Thomas Lam,187.96,168,0,1,0,0,1,0,0,1,
5872,170664,213565,468931,2016-04-28,74.0,85.0,77.0,69.0,52.0,72.0,55.0,77.0,76.0,74.0,64.0,75.0,82.0,82.0,80.0,69.0,83.0,74.0,72.0,73.0,64.0,71.0,63.0,65.0,69.0,68.0,56.0,61.0,59.0,63.0,11.0,15.0,13.0,7.0,14.0,CM,65,65,65,73,70,70,70,73,70,70,70,72,67,67,67,72,68,63,63,63,68,66,59,59,59,66,Thomas Lemar,170.18,128,1,0,0,0,1,0,0,1,MID
5873,170682,45437,41869,2016-05-12,72.0,72.0,40.0,12.0,68.0,53.0,28.0,45.0,39.0,33.0,58.0,57.0,55.0,51.0,60.0,68.0,62.0,71.0,79.0,55.0,72.0,43.0,78.0,76.0,29.0,36.0,46.0,75.0,74.0,76.0,12.0,11.0,6.0,12.0,12.0,CB,47,47,47,45,46,46,46,45,47,47,47,47,54,54,54,47,63,67,67,67,63,66,74,74,74,66,Thomas Manfredini,180.34,159,1,0,0,0,1,1,0,0,DEF
5874,170719,178160,41098,2016-04-21,73.0,73.0,68.0,69.0,65.0,76.0,65.0,68.0,72.0,76.0,74.0,74.0,66.0,65.0,69.0,71.0,61.0,77.0,69.0,76.0,73.0,72.0,71.0,71.0,65.0,73.0,73.0,65.0,73.0,69.0,13.0,12.0,9.0,13.0,15.0,CM,61,61,61,64,64,64,64,64,66,66,66,66,69,69,69,66,68,69,69,69,68,67,66,66,66,67,Thomas Mangani,182.88,176,1,0,0,0,1,0,0,1,MID
5875,170746,176019,131530,2015-11-26,72.0,72.0,72.0,72.0,47.0,73.0,69.0,72.0,74.0,71.0,70.0,74.0,62.0,67.0,75.0,69.0,72.0,70.0,52.0,84.0,57.0,73.0,48.0,52.0,74.0,72.0,63.0,29.0,35.0,38.0,11.0,6.0,9.0,6.0,10.0,CAM,66,66,66,70,69,69,69,70,70,70,70,71,69,69,69,71,60,58,58,58,60,56,47,47,47,56,Thomas Matton,177.8,159,0,1,0,0,1,0,0,1,MID
5876,170770,202371,277771,2016-04-28,75.0,78.0,76.0,71.0,71.0,74.0,66.0,76.0,69.0,56.0,71.0,74.0,73.0,81.0,64.0,78.0,49.0,75.0,72.0,90.0,86.0,73.0,73.0,66.0,74.0,71.0,65.0,66.0,78.0,76.0,8.0,13.0,15.0,6.0,9.0,RB,73,73,73,73,73,73,73,73,72,72,72,74,74,74,74,74,75,74,74,74,75,75,74,74,74,75,Thomas Meunier,190.5,194,0,1,1,0,0,1,0,0,DEF
5877,170798,189596,116772,2016-05-12,86.0,88.0,79.0,89.0,82.0,83.0,83.0,78.0,81.0,59.0,77.0,81.0,76.0,78.0,77.0,91.0,73.0,74.0,81.0,90.0,68.0,80.0,57.0,58.0,94.0,85.0,82.0,32.0,41.0,44.0,6.0,7.0,11.0,14.0,14.0,ST,83,83,83,83,84,84,84,83,83,83,83,83,80,80,80,83,69,66,66,66,69,66,58,58,58,66,Thomas Mueller,185.42,165,0,1,1,0,0,1,0,0,ATK
5878,170827,229155,660136,2016-03-17,62.0,75.0,62.0,39.0,43.0,67.0,48.0,61.0,70.0,65.0,64.0,65.0,67.0,65.0,70.0,58.0,70.0,60.0,59.0,63.0,58.0,65.0,51.0,39.0,57.0,65.0,40.0,59.0,60.0,58.0,7.0,12.0,13.0,7.0,12.0,CM,56,56,56,61,60,60,60,61,62,62,62,61,60,60,60,61,55,53,53,53,55,53,48,48,48,53,Thomas Ouwejan,182.88,159,1,0,0,0,1,0,0,1,MID
5879,170834,179509,94280,2016-02-11,70.0,70.0,35.0,26.0,76.0,55.0,37.0,49.0,34.0,38.0,53.0,51.0,49.0,30.0,33.0,56.0,32.0,52.0,69.0,53.0,90.0,54.0,85.0,69.0,33.0,51.0,48.0,65.0,71.0,66.0,7.0,9.0,14.0,9.0,16.0,CB,45,45,45,43,46,46,46,43,47,47,47,46,51,51,51,46,51,58,58,58,51,56,65,65,65,56,Thomas Phibel,190.5,203,0,1,0,1,0,0,0,1,DEF
5880,170867,210237,355362,2016-05-05,66.0,74.0,56.0,57.0,50.0,68.0,50.0,72.0,68.0,67.0,59.0,74.0,78.0,77.0,87.0,60.0,82.0,57.0,62.0,64.0,51.0,40.0,59.0,53.0,54.0,65.0,60.0,45.0,51.0,52.0,12.0,14.0,8.0,8.0,9.0,CM,60,60,60,66,64,64,64,66,66,66,66,66,62,62,62,66,58,56,56,56,58,56,50,50,50,56,Thomas Pledl,172.72,159,0,1,0,0,1,0,0,1,MID
5881,170897,158871,8800,2015-10-02,61.0,61.0,67.0,46.0,48.0,65.0,55.0,61.0,31.0,56.0,59.0,60.0,50.0,59.0,64.0,52.0,66.0,58.0,78.0,54.0,71.0,46.0,56.0,64.0,48.0,53.0,56.0,58.0,64.0,65.0,14.0,14.0,13.0,11.0,11.0,CB,54,54,54,57,55,55,55,57,56,56,56,57,58,58,58,57,62,61,61,61,62,61,63,63,63,61,Thomas Reinmann,175.26,163,0,1,0,0,1,0,0,1,DEF
5882,170916,224834,598091,2016-02-11,59.0,70.0,62.0,30.0,50.0,50.0,38.0,59.0,41.0,36.0,46.0,55.0,65.0,61.0,56.0,59.0,64.0,35.0,54.0,64.0,64.0,32.0,59.0,61.0,55.0,41.0,45.0,54.0,59.0,63.0,10.0,12.0,9.0,13.0,10.0,LB,48,48,48,53,50,50,50,53,50,50,50,55,51,51,51,55,59,56,56,56,59,59,58,58,58,59,Thomas Robson,177.8,165,1,0,0,0,1,0,0,1,DEF
5883,170922,185316,79160,2016-06-30,73.0,75.0,46.0,15.0,74.0,60.0,30.0,44.0,37.0,25.0,64.0,60.0,45.0,54.0,49.0,74.0,41.0,47.0,62.0,63.0,80.0,33.0,67.0,78.0,36.0,48.0,44.0,78.0,78.0,67.0,9.0,6.0,14.0,16.0,8.0,CB,48,48,48,47,48,48,48,47,50,50,50,51,57,57,57,51,63,68,68,68,63,66,73,73,73,66,Thomas Rogne,190.5,190,0,1,0,0,1,0,0,1,DEF
5884,170953,173987,29049,2016-04-21,64.0,64.0,59.0,12.0,63.0,58.0,12.0,63.0,52.0,13.0,55.0,62.0,52.0,55.0,44.0,64.0,54.0,18.0,63.0,58.0,60.0,13.0,63.0,66.0,19.0,55.0,11.0,67.0,66.0,65.0,15.0,16.0,9.0,15.0,15.0,LB,40,40,40,49,45,45,45,49,50,50,50,53,54,54,54,53,62,62,62,62,62,62,64,64,64,62,Thomas Scobbie,182.88,154,1,0,1,0,0,0,0,1,DEF
5885,170971,135594,23794,2015-12-24,71.0,71.0,18.0,17.0,13.0,26.0,12.0,12.0,15.0,12.0,19.0,21.0,30.0,34.0,27.0,74.0,29.0,24.0,58.0,40.0,77.0,13.0,39.0,6.0,12.0,53.0,24.0,14.0,14.0,13.0,70.0,65.0,72.0,74.0,74.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Sorensen,195.58,196,0,1,0,0,1,0,0,1,GK
5886,170992,222883,512740,2016-02-25,72.0,79.0,69.0,68.0,67.0,71.0,70.0,75.0,72.0,39.0,61.0,75.0,81.0,83.0,82.0,72.0,73.0,67.0,70.0,64.0,64.0,71.0,61.0,43.0,73.0,70.0,66.0,41.0,42.0,35.0,10.0,14.0,9.0,12.0,8.0,ST,71,71,71,74,73,73,73,74,73,73,73,73,67,67,67,73,60,57,57,57,60,58,53,53,53,58,Thomas Toure,175.26,165,0,1,1,0,0,0,0,1,ATK
5887,171001,157304,26005,2016-05-12,80.0,80.0,63.0,56.0,84.0,78.0,56.0,61.0,61.0,66.0,74.0,69.0,72.0,68.0,66.0,76.0,60.0,84.0,93.0,60.0,79.0,71.0,77.0,76.0,41.0,63.0,66.0,81.0,82.0,82.0,9.0,10.0,7.0,11.0,15.0,LB,67,67,67,65,65,65,65,65,66,66,66,65,69,69,69,65,73,76,76,76,73,75,80,80,80,75,Thomas Vermaelen,182.88,176,1,0,1,0,0,0,0,1,DEF
5888,171070,209989,434325,2016-04-28,74.0,81.0,43.0,54.0,66.0,77.0,38.0,59.0,52.0,41.0,69.0,73.0,61.0,65.0,54.0,67.0,55.0,71.0,82.0,85.0,83.0,63.0,74.0,75.0,58.0,62.0,46.0,59.0,81.0,76.0,11.0,13.0,9.0,9.0,7.0,CDM,63,63,63,62,64,64,64,62,64,64,64,63,67,67,67,63,67,71,71,71,67,68,71,71,71,68,Thomas,185.42,161,0,1,0,0,1,1,0,0,
5889,171105,203486,264190,2016-04-28,78.0,83.0,74.0,71.0,38.0,76.0,75.0,84.0,80.0,73.0,74.0,79.0,79.0,76.0,85.0,75.0,81.0,77.0,64.0,68.0,57.0,76.0,62.0,39.0,73.0,80.0,73.0,28.0,39.0,35.0,6.0,9.0,7.0,7.0,8.0,CF,71,71,71,78,77,77,77,78,78,78,78,78,73,73,73,78,61,58,58,58,61,56,46,46,46,56,Thorgan Hazard,175.26,152,0,1,1,0,0,0,0,1,ATK
5890,171154,182743,36479,2016-03-17,65.0,65.0,9.0,14.0,10.0,35.0,11.0,19.0,20.0,10.0,28.0,19.0,35.0,33.0,39.0,57.0,41.0,22.0,64.0,28.0,66.0,9.0,28.0,7.0,8.0,28.0,21.0,12.0,15.0,5.0,68.0,62.0,61.0,63.0,71.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thorsten Kirschbaum,193.04,198,1,0,0,0,1,0,0,1,GK
5891,171181,202746,209225,2016-04-14,74.0,75.0,45.0,50.0,46.0,82.0,47.0,76.0,66.0,43.0,64.0,82.0,85.0,83.0,83.0,72.0,92.0,50.0,64.0,86.0,32.0,44.0,65.0,80.0,66.0,70.0,49.0,55.0,74.0,48.0,7.0,14.0,14.0,12.0,10.0,CDM,62,62,62,71,70,70,70,71,73,73,73,73,74,74,74,73,71,71,71,71,71,69,62,62,62,69,Thulani Serero,165.1,137,0,1,0,0,1,0,0,1,
5892,171219,213743,281560,2015-10-16,67.0,67.0,34.0,72.0,77.0,53.0,61.0,56.0,41.0,31.0,38.0,60.0,46.0,34.0,49.0,71.0,44.0,81.0,68.0,34.0,84.0,53.0,85.0,20.0,71.0,47.0,58.0,23.0,22.0,20.0,8.0,15.0,13.0,14.0,11.0,ST,67,67,67,55,61,61,61,55,56,56,56,53,50,50,50,53,37,41,41,41,37,37,44,44,44,37,Tiago Caeiro,193.04,181,0,1,0,0,1,0,1,0,ATK
5893,171237,205845,242877,2016-04-28,66.0,74.0,40.0,31.0,75.0,59.0,37.0,35.0,36.0,38.0,46.0,56.0,57.0,63.0,60.0,60.0,64.0,50.0,76.0,59.0,69.0,30.0,67.0,70.0,30.0,44.0,42.0,59.0,72.0,60.0,11.0,8.0,11.0,14.0,9.0,CB,48,48,48,46,46,46,46,46,47,47,47,48,51,51,51,48,58,61,61,61,58,61,66,66,66,61,Tiago Ferreira,182.88,165,1,0,0,0,1,0,0,1,DEF
5894,171261,138981,45294,2015-12-24,71.0,71.0,72.0,45.0,65.0,65.0,40.0,68.0,64.0,60.0,61.0,70.0,73.0,74.0,73.0,70.0,73.0,76.0,71.0,74.0,69.0,63.0,69.0,66.0,64.0,57.0,54.0,70.0,73.0,72.0,15.0,8.0,6.0,6.0,7.0,LB,66,66,66,68,67,67,67,68,67,67,67,69,68,68,68,69,74,72,72,72,74,75,73,73,73,75,Tiago Gomes,177.8,176,1,0,0,0,1,0,0,1,DEF
5895,171283,205185,280977,2016-01-14,74.0,77.0,35.0,39.0,72.0,59.0,28.0,52.0,31.0,33.0,63.0,67.0,67.0,70.0,61.0,73.0,53.0,43.0,70.0,68.0,76.0,34.0,61.0,78.0,32.0,43.0,41.0,78.0,79.0,76.0,7.0,10.0,7.0,11.0,15.0,CB,53,53,53,53,53,53,53,53,54,54,54,55,59,59,59,55,67,69,69,69,67,69,74,74,74,69,Tiago Ilori,190.5,176,0,1,0,0,1,0,0,1,DEF
5896,171311,229533,385299,2016-04-21,65.0,68.0,43.0,35.0,45.0,28.0,28.0,65.0,35.0,41.0,29.0,67.0,73.0,68.0,59.0,59.0,65.0,71.0,77.0,76.0,75.0,32.0,73.0,71.0,48.0,40.0,41.0,72.0,76.0,75.0,13.0,6.0,9.0,12.0,6.0,RB,53,53,53,52,52,52,52,52,48,48,48,52,48,48,48,52,62,59,59,59,62,64,67,67,67,64,Tiago Mesquita,180.34,163,0,1,0,0,1,0,0,1,DEF
5897,171317,194979,40951,2016-05-12,73.0,73.0,73.0,48.0,59.0,72.0,49.0,71.0,68.0,69.0,74.0,72.0,86.0,79.0,84.0,73.0,77.0,75.0,75.0,83.0,64.0,72.0,63.0,68.0,67.0,69.0,51.0,67.0,72.0,71.0,15.0,6.0,16.0,13.0,8.0,LB,65,65,65,71,69,69,69,71,70,70,70,72,69,69,69,72,75,71,71,71,75,75,70,70,70,75,Tiago Pinto,177.8,154,1,0,1,0,0,0,0,1,DEF
5898,171344,211559,242882,2016-04-14,74.0,78.0,78.0,61.0,51.0,79.0,53.0,72.0,78.0,76.0,77.0,76.0,64.0,67.0,68.0,75.0,72.0,85.0,59.0,74.0,59.0,81.0,66.0,63.0,71.0,77.0,76.0,51.0,57.0,51.0,16.0,7.0,10.0,9.0,9.0,CAM,69,69,69,72,73,73,73,72,74,74,74,73,74,74,74,73,68,68,68,68,68,65,60,60,60,65,Tiago Rodrigues,177.8,165,0,1,0,0,1,0,0,1,MID
